F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,label
0.0,15.79,5.26,10.53,0.0,10.53,0.0,5.26,5.26,0.0,15.79,5.26,5.26,0.0,5.26,5.26,5.26,5.26,0.0,0.0,0
5.26,5.26,0.0,0.0,5.26,15.79,0.0,10.53,0.0,10.53,0.0,0.0,10.53,5.26,5.26,5.26,15.79,5.26,0.0,0.0,0
5.26,0.0,5.26,5.26,0.0,10.53,0.0,15.79,5.26,5.26,5.26,10.53,0.0,0.0,0.0,10.53,10.53,10.53,0.0,0.0,0
0.0,0.0,5.26,0.0,0.0,5.26,5.26,15.79,26.32,26.32,0.0,5.26,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0
5.26,5.26,0.0,5.26,5.26,0.0,5.26,10.53,10.53,10.53,0.0,5.26,0.0,0.0,26.32,0.0,5.26,5.26,0.0,0.0,0
0.0,0.0,0.0,0.0,10.53,5.26,5.26,15.79,10.53,0.0,5.26,5.26,5.26,5.26,0.0,10.53,5.26,10.53,0.0,5.26,0
0.0,0.0,5.26,5.26,0.0,10.53,5.26,10.53,5.26,21.05,10.53,5.26,0.0,5.26,5.26,0.0,5.26,0.0,0.0,5.26,0
10.53,5.26,0.0,10.53,0.0,21.05,0.0,0.0,0.0,26.32,0.0,5.26,0.0,0.0,0.0,5.26,10.53,5.26,0.0,0.0,0
5.26,0.0,0.0,21.05,0.0,21.05,0.0,5.26,0.0,10.53,0.0,5.26,5.26,10.53,15.79,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,5.26,0.0,5.26,10.53,5.26,5.26,0.0,15.79,0.0,10.53,5.26,0.0,15.79,5.26,5.26,5.26,0.0,5.26,0
5.26,0.0,5.26,0.0,15.79,15.79,0.0,5.26,0.0,10.53,0.0,0.0,5.26,10.53,5.26,10.53,0.0,10.53,0.0,0.0,0
10.53,0.0,5.26,5.26,0.0,0.0,0.0,10.53,0.0,15.79,5.26,10.53,0.0,5.26,0.0,15.79,15.79,0.0,0.0,0.0,0
5.26,0.0,15.79,5.26,5.26,0.0,0.0,15.79,0.0,10.53,5.26,5.26,5.26,0.0,0.0,15.79,5.26,5.26,0.0,0.0,0
5.26,0.0,15.79,0.0,0.0,0.0,0.0,5.26,10.53,21.05,0.0,0.0,0.0,10.53,5.26,10.53,10.53,5.26,0.0,0.0,0
10.53,0.0,5.26,0.0,5.26,5.26,0.0,5.26,5.26,15.79,0.0,10.53,5.26,0.0,5.26,0.0,10.53,10.53,0.0,5.26,0
5.26,5.26,5.26,10.53,5.26,10.53,5.26,10.53,0.0,5.26,0.0,10.53,0.0,0.0,5.26,5.26,0.0,15.79,0.0,0.0,0
10.0,0.0,10.0,10.0,5.0,25.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0
5.0,5.0,10.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,10.0,0.0,5.0,0.0,5.0,10.0,0
10.0,0.0,10.0,15.0,10.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,5.0,25.0,0.0,0.0,0.0,0
5.0,0.0,15.0,5.0,0.0,10.0,0.0,5.0,10.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,15.0,0.0,5.0,0
0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,10.0,10.0,5.0,0.0,5.0,0.0,25.0,0.0,5.0,20.0,0.0,0.0,0
5.0,0.0,5.0,5.0,5.0,10.0,5.0,5.0,20.0,10.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0
5.0,0.0,5.0,5.0,5.0,10.0,0.0,5.0,25.0,15.0,0.0,5.0,0.0,5.0,0.0,10.0,0.0,0.0,5.0,0.0,0
15.0,20.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0
0.0,20.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,5.0,15.0,5.0,0
15.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,25.0,10.0,5.0,0.0,0.0,10.0,0.0,5.0,0.0,15.0,0.0,0.0,0
0.0,0.0,0.0,5.0,10.0,0.0,0.0,5.0,20.0,5.0,5.0,20.0,5.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,0
10.0,0.0,0.0,0.0,10.0,10.0,10.0,15.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0
5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,40.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.0,0.0,10.0,5.0,20.0,0.0,0.0,0.0,15.0,5.0,0.0,5.0,0.0,15.0,5.0,5.0,5.0,0.0,5.0,0
0.0,0.0,5.0,0.0,0.0,20.0,0.0,10.0,5.0,0.0,0.0,10.0,5.0,5.0,10.0,10.0,5.0,10.0,5.0,0.0,0
0.0,10.0,0.0,0.0,5.0,25.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,5.0,15.0,0
10.0,0.0,0.0,5.0,10.0,10.0,0.0,5.0,0.0,25.0,0.0,5.0,0.0,5.0,10.0,5.0,5.0,5.0,0.0,0.0,0
5.0,0.0,25.0,15.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,10.0,0
0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,5.0,35.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0
0.0,0.0,5.0,10.0,0.0,15.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,5.0,10.0,10.0,0.0,5.0,0
0.0,0.0,5.0,0.0,10.0,10.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,10.0,10.0,5.0,20.0,0.0,5.0,0
0.0,0.0,5.0,15.0,0.0,5.0,0.0,5.0,15.0,10.0,0.0,5.0,10.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0
5.0,10.0,0.0,5.0,20.0,5.0,0.0,10.0,5.0,10.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0
10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,5.0,5.0,5.0,20.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0
0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,20.0,5.0,0.0,15.0,5.0,0.0,10.0,5.0,0.0,5.0,10.0,5.0,0
10.0,0.0,0.0,5.0,0.0,10.0,0.0,15.0,0.0,20.0,0.0,0.0,5.0,0.0,20.0,0.0,5.0,0.0,10.0,0.0,0
10.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,0.0,5.0,15.0,5.0,10.0,0.0,5.0,0.0,0.0,0
5.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,10.0,5.0,15.0,0.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,0
5.0,0.0,0.0,5.0,5.0,15.0,0.0,0.0,10.0,15.0,5.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0
0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,20.0,5.0,5.0,15.0,0.0,0.0,15.0,5.0,0.0,15.0,0.0,0.0,0
5.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,5.0,5.0,10.0,5.0,15.0,10.0,0.0,15.0,0.0,5.0,0
5.0,5.0,0.0,0.0,5.0,5.0,0.0,15.0,5.0,15.0,5.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0
0.0,10.0,0.0,0.0,5.0,5.0,10.0,5.0,15.0,0.0,0.0,5.0,10.0,5.0,10.0,0.0,5.0,5.0,5.0,5.0,0
5.0,0.0,5.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,5.0,10.0,15.0,0.0,5.0,5.0,5.0,15.0,0.0,0
0.0,10.0,10.0,0.0,5.0,5.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,20.0,10.0,10.0,5.0,5.0,0.0,0
20.0,5.0,0.0,0.0,5.0,10.0,10.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,5.0,0
10.0,10.0,0.0,10.0,5.0,0.0,10.0,0.0,5.0,15.0,0.0,0.0,10.0,0.0,10.0,5.0,0.0,5.0,0.0,5.0,0
0.0,0.0,10.0,5.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,15.0,5.0,15.0,0.0,5.0,0.0,15.0,0.0,0.0,0
0.0,5.0,5.0,10.0,5.0,10.0,0.0,5.0,5.0,10.0,5.0,10.0,5.0,0.0,5.0,10.0,0.0,10.0,0.0,0.0,0
10.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,5.0,0.0,25.0,5.0,5.0,0.0,0.0,0
10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,5.0,10.0,0.0,20.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,0
0.0,0.0,5.0,10.0,5.0,5.0,10.0,0.0,15.0,10.0,5.0,0.0,15.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0
15.0,5.0,10.0,5.0,0.0,5.0,0.0,0.0,5.0,10.0,0.0,5.0,5.0,0.0,5.0,10.0,5.0,15.0,0.0,0.0,0
5.0,5.0,5.0,10.0,5.0,10.0,5.0,15.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0
10.0,0.0,10.0,5.0,0.0,5.0,0.0,10.0,0.0,5.0,0.0,0.0,5.0,20.0,0.0,15.0,5.0,5.0,0.0,5.0,0
5.0,10.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,15.0,0.0,0.0,10.0,5.0,0.0,5.0,5.0,15.0,0
9.52,4.76,19.05,4.76,4.76,4.76,0.0,9.52,0.0,9.52,0.0,0.0,0.0,4.76,0.0,0.0,23.81,0.0,0.0,4.76,0
4.76,19.05,0.0,0.0,0.0,4.76,4.76,14.29,19.05,4.76,4.76,9.52,4.76,0.0,4.76,0.0,0.0,0.0,4.76,0.0,0
9.52,19.05,4.76,0.0,9.52,19.05,0.0,4.76,0.0,4.76,0.0,4.76,0.0,0.0,0.0,4.76,0.0,9.52,4.76,4.76,0
4.76,0.0,4.76,0.0,0.0,4.76,0.0,4.76,9.52,19.05,0.0,9.52,4.76,14.29,0.0,0.0,4.76,9.52,0.0,9.52,0
0.0,0.0,4.76,0.0,0.0,4.76,4.76,0.0,9.52,0.0,0.0,4.76,42.86,4.76,14.29,0.0,0.0,0.0,9.52,0.0,0
9.52,0.0,0.0,9.52,4.76,9.52,4.76,4.76,14.29,9.52,4.76,14.29,4.76,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0
4.76,0.0,0.0,4.76,14.29,0.0,0.0,9.52,14.29,23.81,0.0,4.76,9.52,0.0,0.0,9.52,0.0,4.76,0.0,0.0,0
14.29,0.0,0.0,0.0,4.76,14.29,0.0,14.29,0.0,9.52,0.0,0.0,4.76,0.0,0.0,14.29,19.05,0.0,0.0,4.76,0
9.52,0.0,19.05,0.0,0.0,14.29,0.0,4.76,14.29,0.0,0.0,4.76,0.0,9.52,4.76,4.76,0.0,9.52,4.76,0.0,0
0.0,0.0,0.0,0.0,0.0,9.52,4.76,9.52,19.05,4.76,0.0,9.52,4.76,14.29,0.0,4.76,0.0,14.29,0.0,4.76,0
4.76,9.52,0.0,0.0,0.0,28.57,0.0,14.29,9.52,19.05,0.0,0.0,0.0,0.0,0.0,9.52,0.0,4.76,0.0,0.0,0
9.52,0.0,0.0,4.76,14.29,23.81,4.76,4.76,14.29,9.52,4.76,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,0.0,0
9.52,0.0,0.0,4.76,0.0,19.05,0.0,0.0,19.05,28.57,0.0,0.0,4.76,0.0,0.0,4.76,0.0,4.76,0.0,4.76,0
4.76,9.52,0.0,4.76,0.0,28.57,4.76,9.52,0.0,23.81,0.0,0.0,0.0,0.0,0.0,9.52,0.0,4.76,0.0,0.0,0
28.57,0.0,0.0,0.0,0.0,19.05,0.0,4.76,14.29,9.52,4.76,0.0,0.0,4.76,0.0,4.76,0.0,9.52,0.0,0.0,0
23.81,0.0,0.0,0.0,0.0,14.29,0.0,9.52,14.29,9.52,4.76,4.76,0.0,0.0,0.0,0.0,9.52,9.52,0.0,0.0,0
4.76,0.0,0.0,9.52,0.0,9.52,4.76,14.29,0.0,4.76,4.76,0.0,9.52,0.0,9.52,9.52,9.52,4.76,0.0,4.76,0
9.52,0.0,4.76,0.0,4.76,9.52,4.76,9.52,0.0,9.52,0.0,0.0,4.76,14.29,0.0,9.52,14.29,4.76,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0
14.29,4.76,4.76,9.52,0.0,0.0,0.0,9.52,0.0,23.81,9.52,4.76,4.76,0.0,0.0,0.0,0.0,4.76,4.76,4.76,0
14.29,0.0,4.76,0.0,9.52,4.76,0.0,0.0,14.29,4.76,4.76,0.0,4.76,4.76,0.0,19.05,0.0,14.29,0.0,0.0,0
4.76,0.0,0.0,4.76,4.76,14.29,0.0,28.57,14.29,4.76,4.76,0.0,0.0,4.76,0.0,4.76,4.76,4.76,0.0,0.0,0
9.52,19.05,9.52,4.76,0.0,9.52,0.0,4.76,9.52,4.76,4.76,0.0,4.76,0.0,0.0,0.0,0.0,19.05,0.0,0.0,0
0.0,19.05,0.0,9.52,0.0,0.0,4.76,0.0,4.76,4.76,4.76,0.0,14.29,4.76,9.52,9.52,4.76,4.76,4.76,0.0,0
0.0,0.0,4.76,0.0,0.0,19.05,0.0,9.52,4.76,0.0,0.0,14.29,9.52,4.76,4.76,9.52,4.76,9.52,4.76,0.0,0
4.76,4.76,9.52,9.52,4.76,4.76,4.76,4.76,9.52,4.76,0.0,9.52,0.0,0.0,0.0,14.29,0.0,9.52,4.76,0.0,0
14.29,0.0,23.81,9.52,0.0,0.0,9.52,0.0,4.76,14.29,0.0,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,4.76,0
9.52,4.76,0.0,0.0,0.0,4.76,0.0,19.05,0.0,0.0,0.0,0.0,4.76,4.76,33.33,4.76,0.0,14.29,0.0,0.0,0
4.76,0.0,0.0,0.0,4.76,4.76,4.76,9.52,9.52,4.76,4.76,9.52,4.76,4.76,9.52,14.29,4.76,4.76,0.0,0.0,0
4.76,4.76,9.52,9.52,9.52,9.52,4.76,9.52,0.0,9.52,0.0,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,4.76,0
4.76,0.0,9.52,9.52,0.0,9.52,0.0,0.0,4.76,9.52,0.0,0.0,0.0,4.76,4.76,4.76,9.52,23.81,0.0,4.76,0
4.55,0.0,13.64,4.55,0.0,9.09,0.0,0.0,4.55,27.27,0.0,9.09,4.55,0.0,0.0,9.09,4.55,9.09,0.0,0.0,0
9.09,18.18,4.55,0.0,9.09,4.55,0.0,4.55,13.64,0.0,4.55,0.0,4.55,0.0,4.55,9.09,0.0,13.64,0.0,0.0,0
4.55,4.55,9.09,18.18,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,18.18,4.55,0.0,31.82,0.0,4.55,0.0,0.0,0
4.55,0.0,4.55,13.64,13.64,13.64,0.0,0.0,4.55,4.55,0.0,0.0,13.64,4.55,0.0,9.09,9.09,0.0,0.0,4.55,0
0.0,0.0,9.09,0.0,9.09,31.82,0.0,0.0,9.09,4.55,0.0,0.0,4.55,9.09,4.55,4.55,4.55,4.55,0.0,4.55,0
0.0,0.0,0.0,13.64,9.09,9.09,0.0,4.55,9.09,0.0,4.55,0.0,4.55,9.09,13.64,0.0,4.55,9.09,0.0,9.09,0
0.0,0.0,0.0,0.0,9.09,13.64,0.0,9.09,9.09,27.27,0.0,0.0,9.09,9.09,0.0,13.64,0.0,0.0,0.0,0.0,0
4.55,0.0,4.55,9.09,0.0,13.64,0.0,9.09,18.18,9.09,0.0,0.0,0.0,4.55,0.0,9.09,0.0,13.64,4.55,0.0,0
18.18,0.0,0.0,0.0,9.09,18.18,9.09,0.0,18.18,4.55,0.0,0.0,0.0,0.0,0.0,4.55,4.55,9.09,4.55,0.0,0
4.55,18.18,4.55,4.55,0.0,0.0,4.55,4.55,0.0,0.0,0.0,13.64,9.09,0.0,22.73,4.55,0.0,9.09,0.0,0.0,0
0.0,9.09,4.55,0.0,4.55,4.55,9.09,0.0,0.0,4.55,9.09,0.0,0.0,0.0,4.55,9.09,4.55,18.18,9.09,9.09,0
4.55,0.0,0.0,0.0,9.09,4.55,0.0,22.73,0.0,9.09,9.09,0.0,4.55,0.0,0.0,0.0,18.18,13.64,0.0,4.55,0
0.0,0.0,18.18,0.0,4.55,9.09,4.55,4.55,0.0,9.09,9.09,4.55,4.55,4.55,9.09,9.09,0.0,0.0,4.55,4.55,0
4.55,0.0,0.0,0.0,4.55,0.0,4.55,9.09,0.0,0.0,4.55,0.0,27.27,9.09,22.73,0.0,4.55,4.55,0.0,4.55,0
4.55,0.0,9.09,13.64,0.0,0.0,0.0,9.09,9.09,9.09,0.0,13.64,4.55,0.0,0.0,4.55,4.55,18.18,0.0,0.0,0
4.55,0.0,9.09,4.55,0.0,0.0,4.55,4.55,22.73,4.55,0.0,9.09,0.0,4.55,9.09,9.09,0.0,9.09,0.0,4.55,0
0.0,9.09,0.0,0.0,0.0,4.55,0.0,4.55,13.64,13.64,0.0,0.0,0.0,18.18,18.18,9.09,4.55,4.55,0.0,0.0,0
18.18,0.0,0.0,0.0,0.0,0.0,4.55,9.09,9.09,13.64,4.55,0.0,4.55,0.0,13.64,4.55,4.55,9.09,0.0,4.55,0
4.35,26.09,8.7,13.04,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,13.04,8.7,4.35,13.04,0.0,0.0,0.0,4.35,0
0.0,4.35,0.0,8.7,4.35,0.0,4.35,8.7,0.0,13.04,0.0,13.04,8.7,4.35,8.7,8.7,4.35,8.7,0.0,0.0,0
13.04,8.7,4.35,4.35,8.7,17.39,0.0,0.0,4.35,4.35,0.0,4.35,4.35,0.0,8.7,0.0,13.04,0.0,0.0,4.35,0
4.35,8.7,4.35,4.35,8.7,17.39,0.0,0.0,4.35,0.0,0.0,4.35,8.7,4.35,8.7,0.0,13.04,4.35,0.0,4.35,0
4.35,0.0,0.0,0.0,4.35,8.7,0.0,8.7,13.04,4.35,0.0,0.0,8.7,8.7,26.09,4.35,4.35,0.0,0.0,4.35,0
8.7,17.39,4.35,0.0,0.0,17.39,0.0,17.39,4.35,0.0,0.0,8.7,0.0,8.7,0.0,0.0,4.35,4.35,0.0,4.35,0
8.7,0.0,0.0,4.35,13.04,21.74,4.35,4.35,17.39,8.7,4.35,0.0,0.0,0.0,0.0,8.7,0.0,4.35,0.0,0.0,0
4.35,0.0,0.0,8.7,0.0,17.39,0.0,13.04,13.04,17.39,0.0,0.0,0.0,8.7,0.0,4.35,8.7,4.35,0.0,0.0,0
8.7,0.0,8.7,0.0,4.35,13.04,0.0,13.04,13.04,8.7,0.0,0.0,0.0,8.7,0.0,4.35,8.7,4.35,4.35,0.0,0
8.7,0.0,0.0,4.35,17.39,0.0,4.35,8.7,13.04,8.7,4.35,8.7,4.35,4.35,4.35,0.0,4.35,0.0,0.0,4.35,0
13.04,0.0,8.7,0.0,0.0,17.39,0.0,34.78,4.35,0.0,0.0,8.7,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0
21.74,0.0,4.35,0.0,4.35,4.35,0.0,21.74,0.0,17.39,0.0,0.0,0.0,0.0,0.0,4.35,8.7,8.7,0.0,4.35,0
4.35,4.35,4.35,0.0,4.35,0.0,8.7,0.0,0.0,17.39,4.35,0.0,8.7,4.35,4.35,0.0,13.04,17.39,0.0,4.35,0
8.7,0.0,0.0,0.0,17.39,8.7,0.0,13.04,4.35,4.35,17.39,0.0,0.0,0.0,0.0,4.35,4.35,8.7,4.35,4.35,0
4.35,0.0,0.0,8.7,8.7,13.04,0.0,17.39,4.35,8.7,4.35,4.35,0.0,0.0,17.39,0.0,0.0,4.35,0.0,4.35,0
8.7,0.0,4.35,4.35,8.7,4.35,0.0,4.35,4.35,4.35,8.7,0.0,4.35,0.0,8.7,4.35,13.04,4.35,4.35,8.7,0
8.7,0.0,8.7,8.7,4.35,0.0,4.35,8.7,13.04,8.7,0.0,13.04,4.35,0.0,4.35,4.35,4.35,0.0,0.0,4.35,0
4.35,0.0,4.35,4.35,4.35,8.7,0.0,8.7,4.35,13.04,8.7,4.35,0.0,4.35,4.35,8.7,0.0,8.7,4.35,4.35,0
4.35,8.7,13.04,4.35,0.0,8.7,0.0,4.35,4.35,13.04,0.0,4.35,8.7,0.0,8.7,0.0,4.35,8.7,4.35,0.0,0
26.09,4.35,4.35,0.0,0.0,4.35,0.0,8.7,13.04,13.04,0.0,0.0,0.0,4.35,0.0,13.04,4.35,4.35,0.0,0.0,0
4.35,0.0,4.35,0.0,0.0,4.35,0.0,4.35,8.7,17.39,0.0,8.7,4.35,13.04,0.0,8.7,0.0,13.04,0.0,8.7,0
8.7,0.0,0.0,4.35,17.39,0.0,0.0,8.7,13.04,8.7,4.35,8.7,4.35,4.35,4.35,4.35,4.35,0.0,0.0,4.35,0
8.7,0.0,0.0,0.0,13.04,4.35,4.35,8.7,0.0,8.7,0.0,17.39,8.7,4.35,4.35,13.04,4.35,0.0,0.0,0.0,0
8.7,0.0,0.0,0.0,8.7,0.0,0.0,4.35,4.35,13.04,0.0,8.7,13.04,4.35,0.0,4.35,17.39,8.7,0.0,4.35,0
8.33,0.0,12.5,8.33,8.33,4.17,0.0,8.33,4.17,8.33,0.0,4.17,0.0,0.0,0.0,8.33,8.33,8.33,0.0,8.33,0
4.17,0.0,8.33,8.33,12.5,12.5,0.0,8.33,4.17,8.33,4.17,0.0,8.33,4.17,8.33,4.17,4.17,0.0,0.0,0.0,0
4.17,0.0,0.0,0.0,0.0,8.33,4.17,8.33,16.67,12.5,0.0,4.17,4.17,0.0,4.17,4.17,12.5,16.67,0.0,0.0,0
16.67,0.0,12.5,8.33,4.17,4.17,4.17,4.17,4.17,4.17,0.0,4.17,4.17,4.17,4.17,4.17,0.0,12.5,0.0,4.17,0
12.5,8.33,0.0,0.0,12.5,4.17,0.0,16.67,16.67,8.33,4.17,0.0,8.33,0.0,0.0,4.17,4.17,0.0,0.0,0.0,0
16.67,8.33,0.0,0.0,12.5,4.17,0.0,12.5,16.67,8.33,0.0,0.0,8.33,0.0,0.0,4.17,0.0,8.33,0.0,0.0,0
16.67,8.33,0.0,0.0,16.67,4.17,0.0,12.5,12.5,8.33,4.17,4.17,8.33,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0
16.67,8.33,0.0,0.0,12.5,0.0,0.0,16.67,12.5,4.17,0.0,4.17,4.17,0.0,0.0,12.5,0.0,8.33,0.0,0.0,0
12.5,4.17,0.0,0.0,12.5,8.33,0.0,4.17,12.5,25.0,0.0,4.17,8.33,0.0,4.17,0.0,4.17,0.0,0.0,0.0,0
25.0,8.33,0.0,0.0,8.33,8.33,0.0,8.33,16.67,8.33,4.17,0.0,4.17,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0
12.5,0.0,4.17,0.0,12.5,8.33,0.0,4.17,16.67,16.67,0.0,0.0,4.17,0.0,0.0,16.67,0.0,0.0,4.17,0.0,0
16.67,0.0,4.17,0.0,0.0,8.33,4.17,16.67,20.83,4.17,0.0,4.17,0.0,4.17,0.0,4.17,4.17,4.17,4.17,0.0,0
0.0,0.0,0.0,4.17,4.17,4.17,0.0,8.33,4.17,16.67,8.33,4.17,0.0,4.17,16.67,8.33,0.0,4.17,12.5,0.0,0
16.67,0.0,0.0,0.0,8.33,4.17,4.17,0.0,29.17,16.67,0.0,0.0,0.0,8.33,0.0,4.17,4.17,4.17,0.0,0.0,0
4.17,0.0,8.33,16.67,0.0,0.0,0.0,0.0,0.0,20.83,4.17,4.17,4.17,4.17,0.0,8.33,8.33,8.33,4.17,4.17,0
8.33,4.17,4.17,4.17,4.17,4.17,0.0,4.17,4.17,16.67,4.17,0.0,8.33,0.0,12.5,12.5,4.17,4.17,0.0,0.0,0
4.17,4.17,4.17,4.17,4.17,4.17,0.0,8.33,4.17,16.67,4.17,0.0,0.0,0.0,8.33,12.5,4.17,12.5,4.17,0.0,0
4.17,0.0,0.0,4.17,4.17,8.33,4.17,0.0,12.5,20.83,8.33,8.33,0.0,0.0,0.0,8.33,0.0,8.33,0.0,8.33,0
20.83,0.0,4.17,4.17,0.0,4.17,4.17,8.33,0.0,16.67,4.17,4.17,4.17,8.33,8.33,0.0,0.0,4.17,0.0,4.17,0
0.0,0.0,4.17,8.33,8.33,4.17,0.0,4.17,4.17,0.0,12.5,8.33,4.17,0.0,12.5,4.17,4.17,4.17,4.17,12.5,0
0.0,4.17,4.17,4.17,4.17,4.17,0.0,0.0,4.17,16.67,4.17,0.0,12.5,0.0,12.5,8.33,16.67,4.17,0.0,0.0,0
8.33,0.0,4.17,12.5,0.0,4.17,4.17,12.5,4.17,12.5,0.0,4.17,0.0,0.0,4.17,8.33,12.5,8.33,0.0,0.0,0
8.33,8.33,12.5,16.67,4.17,4.17,4.17,4.17,0.0,8.33,0.0,4.17,4.17,4.17,8.33,0.0,0.0,4.17,0.0,4.17,0
16.67,0.0,12.5,0.0,4.17,8.33,0.0,8.33,8.33,0.0,8.33,4.17,0.0,0.0,4.17,12.5,0.0,12.5,0.0,0.0,0
4.17,0.0,12.5,12.5,8.33,4.17,4.17,4.17,8.33,0.0,0.0,4.17,0.0,4.17,4.17,8.33,8.33,4.17,4.17,4.17,0
0.0,0.0,0.0,4.17,4.17,8.33,4.17,0.0,16.67,0.0,4.17,0.0,12.5,0.0,12.5,8.33,0.0,12.5,4.17,8.33,0
4.17,4.17,8.33,4.17,0.0,16.67,0.0,16.67,0.0,8.33,0.0,4.17,4.17,4.17,0.0,4.17,4.17,12.5,0.0,4.17,0
4.17,16.67,8.33,4.17,4.17,8.33,0.0,4.17,0.0,4.17,0.0,4.17,4.17,0.0,8.33,4.17,16.67,0.0,0.0,8.33,0
8.0,24.0,4.0,0.0,0.0,16.0,0.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,4.0,0
4.0,24.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,4.0,8.0,0.0,4.0,16.0,12.0,4.0,0.0,0.0,4.0,0
4.0,8.0,12.0,8.0,4.0,4.0,8.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,4.0,8.0,0.0,4.0,12.0,4.0,0
0.0,0.0,4.0,4.0,12.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,4.0,8.0,16.0,4.0,0.0,4.0,0.0,8.0,0.0,4.0,8.0,12.0,20.0,4.0,0.0,4.0,0.0,0.0,0
16.0,0.0,4.0,4.0,4.0,28.0,0.0,0.0,4.0,8.0,0.0,4.0,4.0,0.0,0.0,12.0,0.0,4.0,0.0,8.0,0
