F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,label
6.12,2.04,4.08,2.04,6.12,10.2,4.08,4.08,4.08,2.04,2.04,2.04,8.16,8.16,4.08,12.24,8.16,2.04,0.0,8.16,1
16.33,2.04,2.04,0.0,4.08,6.12,4.08,4.08,8.16,2.04,0.0,2.04,14.29,2.04,2.04,18.37,6.12,2.04,4.08,0.0,1
6.12,0.0,2.04,0.0,0.0,12.24,0.0,0.0,22.45,4.08,10.2,6.12,10.2,2.04,2.04,10.2,6.12,6.12,0.0,0.0,1
4.08,6.12,0.0,4.08,4.08,6.12,6.12,0.0,2.04,4.08,4.08,4.08,6.12,0.0,6.12,20.41,6.12,8.16,2.04,6.12,1
6.12,0.0,0.0,2.04,2.04,16.33,0.0,20.41,10.2,6.12,4.08,2.04,0.0,2.04,2.04,8.16,4.08,14.29,0.0,0.0,1
12.24,4.08,2.04,0.0,2.04,8.16,2.04,2.04,4.08,4.08,8.16,4.08,14.29,4.08,4.08,14.29,6.12,4.08,0.0,0.0,1
6.12,4.08,2.04,0.0,2.04,22.45,0.0,2.04,0.0,10.2,2.04,0.0,8.16,6.12,6.12,4.08,20.41,2.04,0.0,2.04,1
0.0,10.2,4.08,6.12,6.12,4.08,4.08,4.08,8.16,6.12,0.0,8.16,2.04,8.16,8.16,2.04,2.04,4.08,6.12,6.12,1
0.0,0.0,8.0,2.0,0.0,12.0,0.0,0.0,12.0,4.0,2.0,2.0,14.0,2.0,8.0,4.0,12.0,14.0,0.0,4.0,1
10.0,2.0,4.0,2.0,2.0,16.0,2.0,0.0,6.0,6.0,6.0,6.0,14.0,6.0,6.0,2.0,4.0,2.0,0.0,4.0,1
20.0,2.0,4.0,0.0,4.0,10.0,0.0,8.0,6.0,18.0,4.0,4.0,0.0,0.0,2.0,0.0,6.0,8.0,2.0,2.0,1
2.0,2.0,4.0,4.0,6.0,10.0,2.0,4.0,8.0,6.0,6.0,6.0,12.0,0.0,12.0,8.0,4.0,4.0,0.0,0.0,1
0.0,0.0,0.0,0.0,4.0,0.0,0.0,50.0,32.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,20.0,4.0,4.0,2.0,0.0,14.0,2.0,0.0,6.0,32.0,2.0,0.0,1
0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,50.0,0.0,2.0,1
12.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0
12.5,0.0,12.5,0.0,25.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0
12.5,0.0,37.5,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0
12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0
12.5,0.0,12.5,0.0,12.5,25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0
12.5,12.5,12.5,12.5,0.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0
0.0,25.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,25.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,37.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,12.5,0.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,12.5,0.0,0
0.0,0.0,12.5,0.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0
0.0,0.0,25.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0
0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0
12.5,0.0,12.5,0.0,37.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0
12.5,0.0,12.5,12.5,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
12.5,0.0,12.5,0.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0
0.0,25.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0
0.0,25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0
0.0,0.0,12.5,0.0,25.0,25.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0
0.0,0.0,12.5,0.0,12.5,25.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0
12.5,0.0,0.0,0.0,12.5,25.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,62.5,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,12.5,0
25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0
12.5,0.0,12.5,25.0,0.0,37.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,37.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0
0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,12.5,0.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0
0.0,0.0,12.5,0.0,25.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,12.5,25.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,12.5,12.5,0.0,12.5,0.0,0
0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,12.5,12.5,25.0,0.0,0.0,0.0,0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,25.0,0.0,12.5,12.5,0.0,0.0,0
0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0
0.0,0.0,12.5,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,25.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,25.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0
0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,25.0,0.0,0
0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,12.5,25.0,0.0,0.0,12.5,0
0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0
0.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0
0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,25.0,0
0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,25.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,25.0,0
0.0,12.5,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,12.5,0
22.22,0.0,11.11,0.0,22.22,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0
11.11,0.0,11.11,11.11,11.11,0.0,0.0,33.33,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.11,0.0,11.11,0.0,0.0,22.22,0.0,11.11,0.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.22,0.0,0.0,0.0,22.22,0.0,0.0,22.22,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0
22.22,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,22.22,0.0,0.0,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0
22.22,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,11.11,0.0,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0
11.11,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.11,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,0.0,11.11,0
22.22,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,0.0,11.11,11.11,0.0,11.11,0.0,0.0,0
22.22,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,22.22,0.0,0
11.11,22.22,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,11.11,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0
0.0,22.22,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,22.22,0.0,0.0,0.0,0
11.11,22.22,11.11,0.0,0.0,0.0,11.11,0.0,0.0,11.11,11.11,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0
11.11,22.22,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0
0.0,22.22,0.0,0.0,11.11,0.0,0.0,0.0,11.11,11.11,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0
11.11,22.22,22.22,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0
0.0,22.22,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,22.22,11.11,0.0,0.0,22.22,0.0,0.0,0.0,0
0.0,22.22,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,22.22,0.0,33.33,0.0,0.0,0.0,0
0.0,22.22,11.11,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0
0.0,22.22,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,22.22,11.11,0.0,0.0,0
0.0,22.22,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,11.11,11.11,0.0,0.0,11.11,0.0,11.11,0
0.0,22.22,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,11.11,11.11,11.11,0.0,11.11,0.0,0.0,0.0,11.11,0
0.0,0.0,22.22,0.0,11.11,0.0,0.0,0.0,11.11,22.22,22.22,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0
11.11,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,11.11,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0
0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,11.11,11.11,0.0,11.11,0.0,0.0,11.11,0.0,22.22,0
0.0,0.0,22.22,22.22,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,11.11,0.0,0.0,22.22,11.11,0.0,0.0,0.0,0
11.11,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,11.11,11.11,22.22,0.0,0.0,0
0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,11.11,11.11,11.11,0
11.11,11.11,11.11,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,11.11,0
11.11,0.0,11.11,11.11,11.11,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0
0.0,0.0,0.0,0.0,11.11,33.33,0.0,0.0,0.0,11.11,0.0,11.11,11.11,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0
0.0,0.0,11.11,0.0,11.11,11.11,0.0,0.0,0.0,22.22,0.0,0.0,11.11,0.0,11.11,22.22,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.11,11.11,11.11,0.0,11.11,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0
0.0,22.22,22.22,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0
11.11,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,33.33,0.0,11.11,0.0,0.0,0
0.0,0.0,0.0,0.0,22.22,11.11,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,22.22,11.11,0.0,0.0,0.0,11.11,0
0.0,0.0,0.0,0.0,0.0,22.22,11.11,11.11,0.0,0.0,0.0,0.0,11.11,11.11,22.22,0.0,0.0,11.11,0.0,0.0,0
0.0,0.0,11.11,11.11,11.11,0.0,22.22,22.22,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.11,0.0,0.0,0.0,22.22,11.11,0.0,11.11,11.11,22.22,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0
11.11,22.22,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,11.11,33.33,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,44.44,0.0,0
11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,11.11,11.11,0.0,0.0,11.11,0.0,0.0,0.0,22.22,0
11.11,0.0,11.11,11.11,0.0,11.11,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,11.11,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,22.22,11.11,0.0,11.11,33.33,0.0,0
0.0,22.22,0.0,0.0,0.0,11.11,11.11,0.0,11.11,11.11,11.11,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,11.11,0.0,0.0,0.0,11.11,11.11,0.0,11.11,22.22,11.11,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,22.22,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0
11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,0.0,33.33,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,11.11,11.11,22.22,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,22.22,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,11.11,22.22,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0
0.0,11.11,11.11,0.0,0.0,11.11,0.0,0.0,0.0,22.22,0.0,22.22,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0
11.11,0.0,0.0,0.0,11.11,22.22,0.0,0.0,0.0,11.11,0.0,0.0,0.0,11.11,11.11,11.11,0.0,11.11,0.0,0.0,0
11.11,0.0,0.0,22.22,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,11.11,0.0,11.11,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,22.22,11.11,0.0,22.22,11.11,11.11,0.0,11.11,0.0,0.0,0.0,0
0.0,33.33,0.0,0.0,11.11,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0
0.0,33.33,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,11.11,11.11,0.0,0.0,0
0.0,33.33,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,33.33,0.0,11.11,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,11.11,66.67,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,33.33,22.22,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,11.11,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,44.44,11.11,0.0,0.0,22.22,11.11,0
11.11,0.0,11.11,0.0,22.22,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0
0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,33.33,11.11,11.11,0.0,0.0,0
0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,22.22,11.11,0.0,11.11,0.0,22.22,22.22,0.0,0.0,0.0,0.0,0
33.33,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,11.11,0.0,0.0,0.0,11.11,0
11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,11.11,22.22,0.0,0.0,11.11,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0
0.0,0.0,11.11,0.0,22.22,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,22.22,0.0,11.11,0.0,0.0,0.0,0
0.0,0.0,11.11,0.0,22.22,0.0,11.11,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,22.22,0.0,0.0,0.0,0
22.22,0.0,0.0,11.11,11.11,0.0,0.0,11.11,11.11,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0
0.0,0.0,0.0,0.0,11.11,11.11,0.0,22.22,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,22.22,0.0,0.0,0
22.22,0.0,11.11,11.11,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,33.33,0.0,0.0,22.22,11.11,11.11,0
22.22,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,22.22,0.0,0.0,11.11,0.0,11.11,0
0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,22.22,11.11,0.0,0.0,0.0,22.22,0
30.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0
20.0,0.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0
10.0,0.0,20.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0
20.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,0
10.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0
20.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0
10.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0
10.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0
10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0
20.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0
10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0
0.0,30.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0
10.0,20.0,20.0,0.0,10.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,0.0,10.0,10.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0
0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,20.0,0.0,10.0,0
0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0
0.0,0.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0
0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0
10.0,0.0,10.0,0.0,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0
0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,0
10.0,0.0,0.0,10.0,0.0,10.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0
10.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0
0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,20.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0
0.0,10.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0
10.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0
0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0
20.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0
0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,20.0,0.0,10.0,0.0,10.0,10.0,0.0,20.0,0
10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,20.0,0.0,0.0,0
0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0
0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0
20.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0
0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0
0.0,0.0,0.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0
0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0
0.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,20.0,0.0,0.0,0
